temp
73.9
74.03
74.13
74.1
74.23
74.3
74.07
74
73.93
73.8
73.67
73.57
73.4
73.3
73.2
73.13
73
72.87
72.8
72.73
72.7
72.6
72.47
72.4
71.57
71.27
70.47
70.43
70.27
70.07
69.9
69.77
69.7
69.7
69.7
69.7
69.63
69.6
69.6
69.77
70.27
70.07
70.2
70.3
70.57
69.57
69.03
68.83
68.7
68.6
68.47
68.33
68.17
68.13
67.97
67.9
67.77
67.67
67.57
67.4
67.33
67.27
67.3
67.2
67.07
67
66.93
66.9
66.87
66.73
66.73
67.3
67.73
68.03
68.23
68.5
68.67
68.87
69.07
69.23
69.37
69.57
69.73
69.83
69.97
70.13
70.23
70.33
70.47
70.57
70.7
70.77
70.83
70.93
71
71.07
71.17
71.2
71.27
71.3
71.37
71.4
71.5
71.6
71.6
71.6
71.7
71.7
71.7
71.7
71.8
71.8
71.83
71.9
71.9
71.9
71.9
71.97
72
72.03
71.77
70.4
71.13
70.6
70.33
70.1
69.87
69.83
69.77
69.77
69.6
69.63
69.73
69.77
69.5
69.67
69.33
69.57
69.33
69.63
69.33
69.4
69.47
69.47
69.57
69.3
69.4
69.23
69.63
69.17
69.37
69.23
69.33
69.37
69.33
69.63
69.33
69.47
69.3
69.5
69.3
69.3
69.3
69.27
69.33
69.27
69.4
69.23
69.6
69.83
70.03
70.17
70.23
70.3
70.43
70.5
70.57
70.67
70.7
70.77
70.8
70.97
71.3
71.33
71.5
71.7
71.93
72.2
72.2
72.37
72.43
72.5
72.63
72.7
73.17
72.83
72.7
72.6
72.53
72.4
72.4
72.3
72.3
71.27
70.93
70.43
70.27
70.1
69.93
69.77
69.7
69.7
69.8
69.97
69.8
69.97
70.07
70.13
69.77
69.77
69.9
69.87
70.23
70.6
70.33
70.6
71.03
71.37
71.47
71.5
71.3
72.17
71.37
70.9
70.83
70.83
71.23
71.4
71.43
70.57
71
71.07
71.43
71.07
70.9
70.9
71.03
70.9
70.87
70.93
70.6
70.3
69.87
69.67
69.53
69.3
69.27
69.23
69.13
68.97
68.57
68.33
68.43
68.83
69.4
70
70.4
70.7
70.9
71.2
71.3
71.4
71.5
71.6
71.6
71.63
71.7
71.7
71.7
71.7
71.7
71.7
71.7
71.7
71.7
71.7
71.7
71.7
71.7
71.7
71.87
71.9
71.8
71.8
71.8
71.8
71.8
71.8
71.9
71.9
71.9
71.87
71.9
71.9
71.9
71.87
71.83
71.8
71.8
71.8
71.8
71.8
71.77
71.73
71.23
70.5
70.4
70.43
70.37
70.47
70.6
70.83
70.4
69.73
69.37
69.33
69.5
70.07
69.37
69.13
69.4
69.57
69.33
69.23
69.23
69.33
69.2
69.17
69.17
69.4
69.27
69.2
69.4
69.3
69.2
69.1
69.15
69.13
69.3
69.27
69.03
68.97
68.93
68.97
68.67
68.53
69.03
70.03
70.53
70.83
71.13
71.27
71.43
71.6
71.7
71.83
71.9
72.03
72.1
72.13
72.2
72.2
72.3
72.3
72.4
72.4
72.4
72.4
72.4
72.4
72.4
72.47
72.5
72.5
72.5
72.5
72.5
72.5
72.47
72.43
72.4
72.4
72.4
72.4
72.4
72.4
72.4
72.4
72.37
72.37
72.3
72.3
72.3
72.3
72.3
72.23
72.2
72.2
72.2
71.83
70.13
69.93
69.67
69.17
69.23
69.27
69.53
69.5
69.83
70.07
69.93
70.1
70.17
69.9
69.8
69.77
69.87
69.57
69.6
69.5
69.5
69.33
69.4
69.37
69.23
69.43
69.33
68.97
68.53
68.43
68.5
68.3
68.37
68.47
68.37
68.3
68.13
68.1
68.57
68.6
68.57
68.43
68.03
67.93
67.8
67.53
68.5
69.17
69.5
69.73
69.93
70.17
70.27
70.47
70.63
70.73
70.83
70.97
71.03
71.17
71.2
71.25
71.37
71.53
71.4
71.4
71.4
71.4
71.4
71.4
71.4
71.4
71.4
71.4
71.4
71.4
